na
za
pa
leta
da
bil
po
pri
bila
ga
ali
tako
lahko
sta
zaradi
jih
bilo
ima
kar
le
veliko
ta
del
zelo
saj
naselje
pod
zato
pred
vendar
bili
okoli
tega
proti
danes
nekaj
naj
postal
najbolj
nato
prvi
stoletja
kasneje
letih
let
času
delo
seznam
imena
slovenski
število
velika
Sloveniji
predvsem
bolj
poleg
samo
nad
skupaj
dan
dela
strani
imajo
Ljubljani
nagrado
prav
delu
njegova
zgodovina
formule
vseh
bile
slovenije
dva
polk
letu
mesta
veliki
drugih
ena
leži
imel
začel
dosegel
oziroma
decembra
nagrada
življenje
ljubljana
katerih
takrat
leto
stoletju
primer
čeprav
dveh
kateri
prva
stoletje
slovenske
formula
časa
katerega
leti
skupine
kmalu
katerem
celo
maja
pomeni
države
različnih
prvo
kljub
uporablja
teh
čas
toda
skupina
velja
pogosto
skoraj
približno
glede
nahaja
vas
septembra
član
občina
junija
prvič
tam
župnija
oktobra
republike
velike
dobil
prebivalcev
francoski
ljudi
aprila
znan
julija
osvojil
začetku
sam
dirka
preko
svojega
marca
avgusta
način
večina
svojih
druga
šele
pesmi
dirkač
sveta
prejel
imela
ponovno
obliki
umrl
katero
treh
nekaterih
glavni
slovenska
nekateri
področju
januarja
imenovan
predstavlja
številko
katere
ameriški
posamično
kraj
manj
grad
postala
vrh
vojaški
vasi
začela
novembra
razvoj
napisal
poti
najprej
lastnosti
pot
življenjepis
držav
istega
uporabljajo
sodeloval
velik
